priority_rank,name,county,town,lat,lon,risk_score,risk_level,rain_24h_mm_demo,elevation_m,slope_deg,aspect_deg,aspect_dir,aspect_score,terrain_score,debris_dist_m,debris_Risk,lswarn_dist_m,lswarn_Risk,lspot_dist_m,lspot_Risk,event_dist_m,event_Events,law_status,law_issue,indigenous_area,data_confidence,suggested_action,alert_message
179,成功天闊露營區,臺東縣,成功鎮,23.093396,121.347058,52.3,加強監測,164.62529018665057,182.37,12.11,119.2,東南,99.3,45.5,77.63463839628076,雿,10880.685044420192,銝,10880.685044420192,中,5968.819372028469,樺加沙颱風,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】臺東縣成功鎮「成功天闊露營區」目前為「加強監測」。主因：坡向 東南，迎風暴露較高、距土石流影響範圍 78 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
180,龍泉營地,南投縣,埔里鎮,23.9261682,121.0039022,52.2,加強監測,212.5351232250359,564.95,5.62,282.1,西,0.0,11.0,0.0,擃,14967.162819269275,雿,15115.96997154301,高,3808.1928251709032,0728豪雨,違反相關法規露營場,農業發展條例,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣埔里鎮「龍泉營地」目前為「加強監測」。主因：雨量偏高 213 mm/24h、距土石流影響範圍 0 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
181,谷露瑪哈露營區,高雄市,那瑪夏區,23.21432,120.69029,52.2,加強監測,204.03310685713663,523.78,4.11,218.0,西南,6.3,9.4,208.85909279975127,擃,11611.352443328638,銝,12174.639963999343,中,747.6911745631511,0728豪雨,符合相關法規露營場,無或未標示,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】高雄市那瑪夏區「谷露瑪哈露營區」目前為「加強監測」。主因：雨量偏高 204 mm/24h、距土石流影響範圍 209 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
182,野放巴蒂露營區,南投縣,信義鄉,23.7936375666144,120.951180495501,52.2,加強監測,203.5280147561383,434.75,10.87,208.0,西南,24.2,26.5,45.86235462735373,擃,19703.03745847913,雿,19983.94367275585,低,6083.874468787377,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣信義鄉「野放巴蒂露營區」目前為「加強監測」。主因：雨量偏高 204 mm/24h、距土石流影響範圍 46 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
183,十七哩園藝露營區 （谷關驛棧）,臺中市,和平區,24.1689739681142,120.960707753181,52.2,加強監測,200.52168334529992,640.92,25.48,147.2,東南,77.3,66.7,479.9294052315511,擃,17283.816502423037,擃,17283.816502423037,高,5659.318690447317,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】臺中市和平區「十七哩園藝露營區 （谷關驛棧）」目前為「加強監測」。主因：雨量偏高 201 mm/24h、坡向 東南，迎風暴露較高、距土石流影響範圍 480 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
184,陶然山莊,苗栗縣,南庄鄉,24.535236,120.962299,52.1,加強監測,186.4111858801821,509.54,10.91,76.4,東,57.9,34.0,70.96500844182695,雿,10549.359660660106,銝,10549.339404697168,中,5058.201837379672,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣南庄鄉「陶然山莊」目前為「加強監測」。主因：距土石流影響範圍 71 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
185,星野天空露營區,苗栗縣,泰安鄉,24.429228,120.921059,52.0,加強監測,218.04716562848097,860.66,16.33,249.9,西,0.0,31.8,1069.046095901424,擃,282.4398068680629,銝,282.4398068680629,中,8777.752057590827,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「星野天空露營區」目前為「加強監測」。主因：雨量偏高 218 mm/24h、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
186,道時尚悠然渡假山莊,高雄市,六龜區,23.0334576300039,120.663635751651,52.0,加強監測,168.1266257931804,329.84,1.03,123.7,東南,0.0,2.0,62.35170530411577,擃,554.7891691057903,銝,748.3448962700609,中,928.9208602791582,0728豪雨,違反相關法規露營場,農業發展條例、區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】高雄市六龜區「道時尚悠然渡假山莊」目前為「加強監測」。主因：距土石流影響範圍 62 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
187,幸埔森農場,南投縣,埔里鎮,23.9229739,121.0071906,51.9,加強監測,218.870306995914,620.79,9.06,249.4,西,0.0,17.7,79.29093478384173,擃,14834.987498220657,擃,14876.429180420171,高,3892.7395878895886,0728豪雨,違反相關法規露營場,未提出露營場申請,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣埔里鎮「幸埔森農場」目前為「加強監測」。主因：雨量偏高 219 mm/24h、距土石流影響範圍 79 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
188,渡露灣民宿露營區,高雄市,茂林區,22.905776230788,120.688502867299,51.8,加強監測,194.82180160934308,396.26,7.34,65.3,東北,33.3,21.6,742.5380897517656,擃,412.0960584735406,銝,830.1436007054831,中,1409.5100703484047,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】高雄市茂林區「渡露灣民宿露營區」目前為「加強監測」。主因：鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
189,森林烈人,南投縣,仁愛鄉,23.918829,121.046008,51.7,加強監測,229.13905273735108,814.97,8.73,158.1,南,49.7,28.0,200.56172142897344,擃,11218.640961504823,擃,11265.940462598854,高,2246.104855002771,丹娜絲颱風、薇帕颱風、0721豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣仁愛鄉「森林烈人」目前為「加強監測」。主因：雨量偏高 229 mm/24h、距土石流影響範圍 201 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
190,倉伯露營區,嘉義縣,阿里山鄉,23.461189484263,120.698251650879,51.7,加強監測,222.6040076811836,1099.0,4.04,242.9,西南,0.0,7.9,620.0653085476571,雿,299.8946876620784,擃,527.1957776857189,高,2414.621351960304,0728豪雨,違反相關法規露營場,違反區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】嘉義縣阿里山鄉「倉伯露營區」目前為「加強監測」。主因：雨量偏高 223 mm/24h、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
191,石盤阬露營區,南投縣,鹿谷鄉,23.7569613,120.7926819,51.7,加強監測,189.01741099706044,361.05,10.56,145.4,東南,69.4,35.9,279.5497936976221,銝,5914.5891811176,銝,6522.509105452729,高,785.248117457701,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣鹿谷鄉「石盤阬露營區」目前為「加強監測」。主因：距土石流影響範圍 280 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
192,田秘的家露營區,新竹縣,五峰鄉,24.653025,121.131241,51.7,加強監測,178.78292650344693,267.41,11.31,338.1,北,0.0,22.1,1056.5530648080312,擃,213.244720115844,銝,213.244720115844,中,6930.95452426362,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】新竹縣五峰鄉「田秘的家露營區」目前為「加強監測」。主因：鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
193,吟玖鄉溫泉別館,南投縣,信義鄉,23.5660195,120.92006,51.6,加強監測,232.80306586694203,1047.92,13.33,271.1,西,0.0,26.0,113.5231725844382,擃,6714.756793701983,擃,7571.935001468417,高,2037.1546441150651,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣信義鄉「吟玖鄉溫泉別館」目前為「加強監測」。主因：雨量偏高 233 mm/24h、距土石流影響範圍 114 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
194,光華露營區,嘉義縣,竹崎鄉,23.4798055104182,120.676090868076,51.6,加強監測,223.1317711204585,908.96,8.61,102.6,東,61.3,30.3,113.2598091591646,擃,2358.8399233875048,擃,2359.125781090081,高,1192.1096029645537,0728豪雨,違反相關法規露營場,違反區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】嘉義縣竹崎鄉「光華露營區」目前為「加強監測」。主因：雨量偏高 223 mm/24h、距土石流影響範圍 113 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
195,賴家古厝賞梅露營區,高雄市,六龜區,23.10982691,120.7319006,51.6,加強監測,218.77739978604623,817.31,8.24,305.4,西北,0.0,16.1,2613.8511554116253,擃,222.6478287295268,銝,358.3037825051387,中,404.86234016878814,0728豪雨,違反相關法規露營場,未依露營場管理要點申請登記,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】高雄市六龜區「賴家古厝賞梅露營區」目前為「加強監測」。主因：雨量偏高 219 mm/24h、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
196,原心小團露,苗栗縣,泰安鄉,24.42857,120.91121,51.6,加強監測,213.3506012927301,669.84,9.4,145.5,東南,61.7,31.9,1178.2103309292022,擃,327.72155717802,銝,450.84290849275794,中,8628.136466687638,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「原心小團露」目前為「加強監測」。主因：雨量偏高 213 mm/24h、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
197,覓境露營x行者咖啡,南投縣,國姓鄉,24.0582624,120.9177878,51.6,加強監測,207.0939747698979,363.48,4.26,30.4,東北,9.0,10.3,0.0,擃,12700.020714475811,雿,12700.020714475811,低,4347.137962411595,0728豪雨,違反相關法規露營場,農業發展條例,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣國姓鄉「覓境露營x行者咖啡」目前為「加強監測」。主因：雨量偏高 207 mm/24h、距土石流影響範圍 0 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
198,虹杉露營區,苗栗縣,泰安鄉,24.422508,120.917883,51.6,加強監測,205.90726037118816,774.23,4.44,264.5,西,0.0,8.7,1463.9925314553298,擃,111.44401660000048,銝,111.44401660000048,中,8000.214688159848,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「虹杉露營區」目前為「加強監測」。主因：雨量偏高 206 mm/24h、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
199,苗栗泰安UP 露營區,苗栗縣,泰安鄉,24.448718,120.915978,51.6,加強監測,197.14258801305024,437.66,16.08,196.5,南,36.3,39.3,1070.76555851128,擃,323.64780242912315,銝,456.749443474376,中,7645.677003769219,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「苗栗泰安UP 露營區」目前為「加強監測」。主因：鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
200,草湳濕地農場,南投縣,埔里鎮,23.9486386,120.9150979,51.5,加強監測,209.3516771551365,592.36,7.54,198.2,南,21.9,19.5,87.63957825067675,銝,5676.973274466785,雿,6130.833761347159,低,3455.0777310532503,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣埔里鎮「草湳濕地農場」目前為「加強監測」。主因：雨量偏高 209 mm/24h、距土石流影響範圍 88 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
201,腳踏石地露營區,南投縣,鹿谷鄉,23.76179,120.79211,51.5,加強監測,191.2268962447208,406.48,16.32,11.0,北,9.2,33.8,340.07054157432543,銝,6417.320658234446,銝,6996.349243520998,高,702.3358347138327,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣鹿谷鄉「腳踏石地露營區」目前為「加強監測」。主因：距土石流影響範圍 340 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
202,源頭溫泉民宿,南投縣,信義鄉,23.5649401,120.9324414,51.4,加強監測,251.40129648923005,1282.91,14.99,192.1,南,39.9,38.0,310.9049439352105,擃,7827.787019762336,擃,8688.969669238068,高,3230.7246109248435,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣信義鄉「源頭溫泉民宿」目前為「加強監測」。主因：雨量偏高 251 mm/24h、距土石流影響範圍 311 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
